nome,uf,populacao
Itororó,BA,16849
Ituaçu,BA,18506
Ituberá,BA,22154
Iuiu,BA,11559
Jaborandi,BA,9600
Jacaraci,BA,14910
Jacobina,BA,86896
Jaguaquara,BA,47624
Jaguarari,BA,34528
Jaguaripe,BA,18349
Jandaíra,BA,9508
Jequié,BA,169201
Jeremoabo,BA,39539
Jiquiriçá,BA,14063
Jitaúna,BA,14824
João Dourado,BA,25892
Juazeiro,BA,256122
Jucuruçu,BA,9930
Jussara,BA,17007
Jussari,BA,6048
Jussiape,BA,7567
Lafaiete Coutinho,BA,4228
Lagoa Real,BA,14550
Laje,BA,21705
Lajedão,BA,3994
Lajedinho,BA,3610
Lajedo do Tabocal,BA,7683
Lamarão,BA,9303
Lapão,BA,27014
Lauro de Freitas,BA,219564
Lençóis,BA,11194
Licínio de Almeida,BA,12202
Livramento de Nossa Senhora,BA,46376
Luís Eduardo Magalhães,BA,118382
Macajuba,BA,10740
Macarani,BA,22768
Macaúbas,BA,43653
Macururé,BA,7435
Madre de Deus,BA,19224
Maetinga,BA,7218
Maiquinique,BA,9009
Mairi,BA,18130
Malhada,BA,15814
Malhada de Pedras,BA,8982
Manoel Vitorino,BA,14287
Mansidão,BA,14542
Maracás,BA,29330
Maragogipe,BA,37041
Maraú,BA,25804
Marcionílio Souza,BA,9475
Mascote,BA,13918
Mata de São João,BA,44962
Matina,BA,10611
Medeiros Neto,BA,22801
Miguel Calmon,BA,25263
Milagres,BA,11436
Mirangaba,BA,16167
Mirante,BA,10526
Monte Santo,BA,49807
Morpará,BA,8220
Morro do Chapéu,BA,35235
Mortugaba,BA,11477
Mucugê,BA,12712
Mucuri,BA,40114
Mulungu do Morro,BA,13648
Mundo Novo,BA,17197
Muniz Ferreira,BA,7453
Muquém do São Francisco,BA,10803
Muritiba,BA,30180
Mutuípe,BA,20590
Nazaré,BA,28427
Nilo Peçanha,BA,12399
Nordestina,BA,19711
Nova Canaã,BA,13970
Nova Fátima,BA,8283
Nova Ibiá,BA,6696
Nova Itarana,BA,8073
Nova Redenção,BA,7670
Nova Soure,BA,24865
Nova Viçosa,BA,41629
Novo Horizonte,BA,11586
Novo Triunfo,BA,11060
Olindina,BA,22956
Oliveira dos Brejinhos,BA,21323
Ouriçangas,BA,7925
Ourolândia,BA,20141
Palmas de Monte Alto,BA,20666
Palmeiras,BA,10894
Paramirim,BA,21025
Paratinga,BA,30680
Paripiranga,BA,27860
Pau Brasil,BA,9537
Paulo Afonso,BA,119418
Pé de Serra,BA,13677
Pedrão,BA,6403
Pedro Alexandre,BA,14226
Piatã,BA,20938
Pilão Arcado,BA,37388
Pindaí,BA,15125
Pindobaçu,BA,19601
Pintadas,BA,10654
Piraí do Norte,BA,11481
Piripá,BA,9143
Piritiba,BA,17697
Planaltino,BA,8239
Planalto,BA,24026
Poções,BA,50773
Pojuca,BA,33573
Ponto Novo,BA,18763
Porto Seguro,BA,182630
Potiraguá,BA,10651
Prado,BA,37533
Presidente Dutra,BA,15677
Presidente Jânio Quadros,BA,12963
Presidente Tancredo Neves,BA,29489
Queimadas,BA,27429
Quijingue,BA,26443
Quixabeira,BA,9839
Rafael Jambeiro,BA,20081
Remanso,BA,42855
Retirolândia,BA,14174
Riachão das Neves,BA,22329
Riachão do Jacuípe,BA,35188
Riacho de Santana,BA,32060
Ribeira do Amparo,BA,14528
Ribeira do Pombal,BA,56316
Ribeirão do Largo,BA,10029
Rio de Contas,BA,13634
Rio do Antônio,BA,13495
Rio do Pires,BA,10781
Rio Real,BA,36966
Rodelas,BA,10884
Ruy Barbosa,BA,29590
Salinas da Margarida,BA,15629
Salvador,BA,2564204
Santa Bárbara,BA,21787
Santa Brígida,BA,15417
Santa Cruz Cabrália,BA,31007
Santa Cruz da Vitória,BA,4663
Santa Inês,BA,10625
Santaluz,BA,40066
Santa Luzia,BA,14392
Santa Maria da Vitória,BA,40474
Santana,BA,25521
Santanópolis,BA,9035
Santa Rita de Cássia,BA,28890
Santa Terezinha,BA,10882
Santo Amaro,BA,58398
Santo Antônio de Jesus,BA,109791
Santo Estêvão,BA,55146
São Desidério,BA,34982
São Domingos,BA,8690
São Félix,BA,11102
São Félix do Coribe,BA,15780
São Felipe,BA,20923
São Francisco do Conde,BA,41110
São Gabriel,BA,19229
São Gonçalo dos Campos,BA,42171
São José da Vitória,BA,5432
São José do Jacuípe,BA,10576
São Miguel das Matas,BA,10615
São Sebastião do Passé,BA,42944
Sapeaçu,BA,18656
Sátiro Dias,BA,16476
Saubara,BA,11859
Saúde,BA,10661
Seabra,BA,48721
Sebastião Laranjeiras,BA,9581
Senhor do Bonfim,BA,78090
Serra do Ramalho,BA,36252
Sento Sé,BA,40232
Serra Dourada,BA,17574
Serra Preta,BA,18754
Serrinha,BA,84690
Serrolândia,BA,13863
Simões Filho,BA,120419
Sítio do Mato,BA,13982
Sítio do Quinto,BA,14435
Sobradinho,BA,27097
Souto Soares,BA,17724
Tabocas do Brejo Velho,BA,12368
Tanhaçu,BA,21787
Tanque Novo,BA,17812
Tanquinho,BA,7991
Taperoá,BA,18556
Tapiramutá,BA,16226
Teixeira de Freitas,BA,153738
Teodoro Sampaio,BA,7280
Teofilândia,BA,21825
Teolândia,BA,15978
Terra Nova,BA,10976
Tremedal,BA,16646
Tucano,BA,51016
Uauá,BA,25449
Ubaíra,BA,19142
Ubaitaba,BA,17878
Ubatã,BA,15839
Uibaí,BA,13886
Umburanas,BA,13785
Una,BA,18254
Urandi,BA,15776
Uruçuca,BA,22155
Utinga,BA,16645
Valença,BA,90053
Valente,BA,25132
Várzea da Roça,BA,14294
Várzea do Poço,BA,8334
Várzea Nova,BA,13866
Varzedo,BA,10328
Vera Cruz,BA,45191
Vereda,BA,6157
Vitória da Conquista,BA,396613
Wagner,BA,9866
Wanderley,BA,13460
Wenceslau Guimarães,BA,25535
Xique-Xique,BA,47019
Abadia dos Dourados,MG,6345
Abaeté,MG,23173
Abre Campo,MG,14354
Acaiaca,MG,3998
Açucena,MG,8926
Água Boa,MG,12391
Água Comprida,MG,2171
Aguanil,MG,4509
Águas Formosas,MG,18850
Águas Vermelhas,MG,14567
Aimorés,MG,26212
Aiuruoca,MG,6389
Alagoa,MG,2820
Albertina,MG,3027
Além Paraíba,MG,31159
Alfenas,MG,82303
Alfredo Vasconcelos,MG,7236
Almenara,MG,42019
Alpercata,MG,7019
Alpinópolis,MG,18673
Alterosa,MG,14272
Alto Caparaó,MG,6014
Alto Rio Doce,MG,10931
Alvarenga,MG,3983
Alvinópolis,MG,15358
Alvorada de Minas,MG,4359
Amparo do Serra,MG,4574
Andradas,MG,42501
Cachoeira de Pajeú,MG,9347
Andrelândia,MG,12163
Angelândia,MG,7849
Antônio Carlos,MG,11350
Antônio Dias,MG,9375
Antônio Prado de Minas,MG,1552
Araçaí,MG,2222
Aracitaba,MG,2095
Araçuaí,MG,35185
Araguari,MG,123432
Arantina,MG,2998
Araponga,MG,8218
Araporã,MG,9069
Arapuá,MG,2668
Araújos,MG,9634
Araxá,MG,118786
Arceburgo,MG,9335
Arcos,MG,43653
Areado,MG,14229
Argirita,MG,2715
Aricanduva,MG,4820
Arinos,MG,17586
Astolfo Dutra,MG,14633
Ataléia,MG,13936
Augusto de Lima,MG,4572
Baependi,MG,18782
Baldim,MG,7595
Bambuí,MG,24203
Bandeira,MG,4811
Bandeira do Sul,MG,6183
Barão de Cocais,MG,32264
Barão do Monte Alto,MG,4952
Barbacena,MG,129695
Barra Longa,MG,5717
Barroso,MG,20604
Bela Vista de Minas,MG,10427
Belmiro Braga,MG,3292
Belo Horizonte,MG,2415872
Belo Oriente,MG,24546
Belo Vale,MG,9012
Berilo,MG,9638
Bertópolis,MG,4546
Berizal,MG,4270
Betim,MG,431433
Bias Fortes,MG,3367
Bicas,MG,14358
Biquinhas,MG,2397
Boa Esperança,MG,41443
Bocaina de Minas,MG,5530
Bocaiúva,MG,49797
Bom Despacho,MG,54377
Bom Jardim de Minas,MG,6988
Bom Jesus da Penha,MG,4677
Bom Jesus do Amparo,MG,5786
Bom Jesus do Galho,MG,14719
Bom Repouso,MG,13312
Bom Sucesso,MG,17515
Bonfim,MG,7710
Bonfinópolis de Minas,MG,5600
Bonito de Minas,MG,10525
Borda da Mata,MG,17837
Botelhos,MG,15141
Botumirim,MG,5806
Brasilândia de Minas,MG,15485
Brasília de Minas,MG,33262
Brás Pires,MG,4296
Braúnas,MG,4445
Brazópolis,MG,14491
Brumadinho,MG,41090
Bueno Brandão,MG,11168
Buenópolis,MG,9171
Bugre,MG,4159
Buritis,MG,24779
Buritizeiro,MG,23908
Cabeceira Grande,MG,6811
Cabo Verde,MG,11269
Cachoeira da Prata,MG,3785
Cachoeira de Minas,MG,12302
Cachoeira Dourada,MG,2337
Caetanópolis,MG,11906
Caeté,MG,39775
Caiana,MG,5484
Cajuri,MG,4191
Caldas,MG,14628
Camacho,MG,2851
Camanducaia,MG,27860
Cambuí,MG,31066
Cambuquira,MG,12551
Campanário,MG,2884
Campanha,MG,16372
Campestre,MG,21155
Campina Verde,MG,18188
Campo Azul,MG,3806
Campo Belo,MG,54027
Campo do Meio,MG,11625
Campo Florido,MG,8931
Campos Altos,MG,13076
Campos Gerais,MG,26749
Canaã,MG,4839
Canápolis,MG,10716
Cana Verde,MG,5342
Candeias,MG,14211
Cantagalo,MG,4029
Caparaó,MG,5138
Capela Nova,MG,4397
Capelinha,MG,41858
Capetinga,MG,6627
Capim Branco,MG,11210
Capinópolis,MG,14872
Capitão Andrade,MG,4634
Capitão Enéas,MG,14403
Capitólio,MG,10991
Caputira,MG,9128
Caraí,MG,19511
Caranaíba,MG,2942
Carandaí,MG,24403
Carangola,MG,32134
Caratinga,MG,90890
Carbonita,MG,8603
Careaçu,MG,7062
Carlos Chagas,MG,18783
Carmésia,MG,2693
Carmo da Cachoeira,MG,11767
Carmo da Mata,MG,11291
Carmo de Minas,MG,14125
Carmo do Cajuru,MG,24581
Carmo do Paranaíba,MG,29885
Carmo do Rio Claro,MG,21506
Carmópolis de Minas,MG,18561
Carneirinho,MG,9633
Carrancas,MG,4161
Carvalhópolis,MG,3419
Carvalhos,MG,4503
Casa Grande,MG,2260
Cascalho Rico,MG,2751
Cássia,MG,17491
Conceição da Barra de Minas,MG,3576
Cataguases,MG,67732
Catas Altas,MG,5706
Catas Altas da Noruega,MG,3124
Catuji,MG,7248
Catuti,MG,4788
Caxambu,MG,21412
Cedro do Abaeté,MG,1084
Central de Minas,MG,6213
Centralina,MG,10447
Chácara,MG,3194
Chalé,MG,6289
Chapada do Norte,MG,9763
Chapada Gaúcha,MG,12904
Chiador,MG,2868
Cipotânea,MG,5549
Claraval,MG,4786
Claro dos Poções,MG,7230
Cláudio,MG,31936
Coimbra,MG,7293
Coluna,MG,8206
Comendador Gomes,MG,2804
Comercinho,MG,6540
Conceição da Aparecida,MG,10705
Conceição das Pedras,MG,2840
Conceição das Alagoas,MG,30278
Conceição de Ipanema,MG,4503
Conceição do Mato Dentro,MG,24559
Conceição do Pará,MG,5584
Conceição do Rio Verde,MG,12765
Conceição dos Ouros,MG,11218
Cônego Marinho,MG,7433
Confins,MG,7758
Congonhal,MG,11444
Congonhas,MG,55272
Congonhas do Norte,MG,4924
Conquista,MG,6878
Conselheiro Lafaiete,MG,138946
Conselheiro Pena,MG,21052
Consolação,MG,1569
Contagem,MG,651718
Coqueiral,MG,9188
Coração de Jesus,MG,26138
Cordisburgo,MG,7535
Cordislândia,MG,3236
Corinto,MG,23988
Coroaci,MG,11240
Coromandel,MG,30114
Coronel Fabriciano,MG,108708
Coronel Murta,MG,8237
Coronel Pacheco,MG,2789
Coronel Xavier Chaves,MG,3599
Córrego Danta,MG,2956
Córrego do Bom Jesus,MG,4462
Córrego Fundo,MG,6333
Córrego Novo,MG,2900
Couto de Magalhães de Minas,MG,4351
Crisólita,MG,5256
Cristais,MG,12634
Cristália,MG,5133
Cristiano Otoni,MG,4719
Cristina,MG,10643
Crucilândia,MG,5674
Cruzeiro da Fortaleza,MG,3616
Cruzília,MG,15831
Cuparaque,MG,3958
Curral de Dentro,MG,7662
Curvelo,MG,84297
Datas,MG,5635
Delfim Moreira,MG,8133
Delfinópolis,MG,8851
Delta,MG,11143
Descoberto,MG,5070
Desterro de Entre Rios,MG,7941
Desterro do Melo,MG,3060
Diamantina,MG,49493
Diogo de Vasconcelos,MG,3581
Dionísio,MG,6689
Divinésia,MG,4481
Divino,MG,21428
Divino das Laranjeiras,MG,4147
Divinolândia de Minas,MG,6583
Divinópolis,MG,243583
Divisa Alegre,MG,6541
Divisa Nova,MG,6002
Divisópolis,MG,10659
Dom Bosco,MG,3763
Dom Cavati,MG,4967
Dom Joaquim,MG,5074
Dom Silvério,MG,5355
Dom Viçoso,MG,3184
Dona Euzébia,MG,6250
Dores de Campos,MG,10359
Dores de Guanhães,MG,5114
Dores do Indaiá,MG,12730
Dores do Turvo,MG,5192
Doresópolis,MG,1498
Douradoquara,MG,1869
Durandé,MG,8065
Elói Mendes,MG,27429
Engenheiro Caldas,MG,14501
Engenheiro Navarro,MG,6373
Entre Folhas,MG,5295
Entre Rios de Minas,MG,15157
Ervália,MG,21091
Esmeraldas,MG,93103
Espera Feliz,MG,24844
Espinosa,MG,31375
Espírito Santo do Dourado,MG,7132
Estiva,MG,11880
Estrela Dalva,MG,2189
Estrela do Indaiá,MG,2711
Estrela do Sul,MG,6897
Eugenópolis,MG,11096
Ewbank da Câmara,MG,3986
Extrema,MG,59336
Fama,MG,2676
Faria Lemos,MG,3230
Felício dos Santos,MG,5251
São Gonçalo do Rio Preto,MG,3099
Felisburgo,MG,6575
Felixlândia,MG,14280
Fernandes Tourinho,MG,2814
Ferros,MG,9603
Fervedouro,MG,10705
Florestal,MG,8469
Formiga,MG,70897
Formoso,MG,8095
Fortaleza de Minas,MG,3453
Fortuna de Minas,MG,3230
Francisco Badaró,MG,7053
Francisco Dumont,MG,4547
Francisco Sá,MG,23753
Franciscópolis,MG,5023
Frei Gaspar,MG,5731
Frei Inocêncio,MG,8301
Frei Lagonegro,MG,3481
Fronteira,MG,14946
Fronteira dos Vales,MG,4389
Fruta de Leite,MG,4538
Frutal,MG,61275
Funilândia,MG,4934
Galiléia,MG,6244
Gameleiras,MG,4847
Glaucilândia,MG,2991
Goiabeira,MG,2859
Goianá,MG,4214
Gonçalves,MG,4922
Gonzaga,MG,5235
Gouveia,MG,11536
Governador Valadares,MG,266561
Grão Mogol,MG,14037
Grupiara,MG,1428
Guanhães,MG,33517
Guapé,MG,14076
Guaraciaba,MG,9901
Guaraciama,MG,5224
Guaranésia,MG,19646
Guarani,MG,7731
Guarará,MG,3091
Guarda-Mor,MG,6687
Guaxupé,MG,52744
Guidoval,MG,7285
Guimarânia,MG,8880
Guiricema,MG,7803
Gurinhatã,MG,5154
Heliodora,MG,6278
Iapu,MG,12583
Ibertioga,MG,5346
Ibiá,MG,22554
Ibiaí,MG,6172
Ibiracatu,MG,5113
Ibiraci,MG,10996
Ibirité,MG,179582
Ibitiúra de Minas,MG,3440
Ibituruna,MG,2733
Icaraí de Minas,MG,10914
Igarapé,MG,49120
Igaratinga,MG,11345
Iguatama,MG,6782
Ijaci,MG,7358
Ilicínea,MG,13248
Imbé de Minas,MG,7244
Inconfidentes,MG,7537
Indaiabira,MG,6328
Indianópolis,MG,6311
Ingaí,MG,2632
Inhapim,MG,22925
Inhaúma,MG,6465
Inimutaba,MG,7615
Ipaba,MG,17587
Ipanema,MG,20181
Ipatinga,MG,235311
Ipiaçu,MG,3807
Ipuiúna,MG,9283
Iraí de Minas,MG,7467
Itabira,MG,118053
Itabirinha,MG,10548
Itabirito,MG,56369
Itacambira,MG,4227
Itacarambi,MG,17502
Itaguara,MG,14415
Itaipé,MG,10482
Itajubá,MG,96855
Itamarandiba,MG,34210
Itamarati de Minas,MG,3710
Itambacuri,MG,21210
Itambé do Mato Dentro,MG,2168
Itamogi,MG,11092
Itamonte,MG,15245
Itanhandu,MG,15751
Itanhomi,MG,11264
Itaobim,MG,19263
Itapagipe,MG,14014
Itapecerica,MG,21456
Itapeva,MG,13561
Itatiaiuçu,MG,13779
Itaú de Minas,MG,14634
Itaúna,MG,103272
Itaverava,MG,5747
Itinga,MG,13954
Itueta,MG,6234
Ituiutaba,MG,106775
Itumirim,MG,6876
Iturama,MG,40259
Itutinga,MG,4366
Jaboticatubas,MG,21407
Jacinto,MG,11115
Jacuí,MG,7668
Jacutinga,MG,26888
Jaguaraçu,MG,3181
Jaíba,MG,39639
Jampruca,MG,4266
Janaúba,MG,73555
Januária,MG,67123
Japaraíba,MG,4706
Japonvar,MG,8385
Jeceaba,MG,6476
Jenipapo de Minas,MG,6072
Jequeri,MG,12636
Jequitaí,MG,6379
Jequitibá,MG,6142
Jequitinhonha,MG,24516
Jesuânia,MG,5320
Joaíma,MG,14035
Joanésia,MG,4246
João Monlevade,MG,83791
João Pinheiro,MG,48725
Joaquim Felício,MG,3868
Jordânia,MG,10541
José Gonçalves de Minas,MG,3963
José Raydan,MG,4349
Josenópolis,MG,3557
Nova União,MG,6107
Juatuba,MG,33249
Juiz de Fora,MG,567730
Juramento,MG,3798
Juruaia,MG,11652
Juvenília,MG,5937
Ladainha,MG,14263
Lagamar,MG,6622
Lagoa da Prata,MG,53927
Lagoa dos Patos,MG,3237
Lagoa Dourada,MG,13152
Lagoa Formosa,MG,19614
Lagoa Grande,MG,9235
Lagoa Santa,MG,81299
Lajinha,MG,21502
Lambari,MG,21010
Lamim,MG,3213
Laranjal,MG,6018
Lassance,MG,7398
Lavras,MG,110682
Leandro Ferreira,MG,3272
Leme do Prado,MG,4364
Leopoldina,MG,52739
Liberdade,MG,4744
Lima Duarte,MG,17782
Limeira do Oeste,MG,9191
Lontra,MG,8963
Luisburgo,MG,7239
Luislândia,MG,6323
Luminárias,MG,5744
Luz,MG,18336
Machacalis,MG,6556
Machado,MG,38809
Madre de Deus de Minas,MG,5360
Malacacheta,MG,17691
Mamonas,MG,6082
Manga,MG,19148
Manhuaçu,MG,97328
Manhumirim,MG,20939
Mantena,MG,27350
Maravilhas,MG,7532
Mar de Espanha,MG,13180
Maria da Fé,MG,14567
Mariana,MG,64506
Marilac,MG,4323
Mário Campos,MG,16705
Maripá de Minas,MG,3567
Marliéria,MG,4796
Marmelópolis,MG,3314
Martinho Campos,MG,14546
Martins Soares,MG,8797
Mata Verde,MG,9532
Materlândia,MG,3949
Mateus Leme,MG,40814
Matias Barbosa,MG,14547
Matias Cardoso,MG,8922
Matipó,MG,19115
Mato Verde,MG,12210
Matozinhos,MG,39529
Matutina,MG,3912
Medeiros,MG,4068
Medina,MG,20455
Mendes Pimentel,MG,5614
Mercês,MG,10615
Mesquita,MG,4984
Minas Novas,MG,23843
Minduri,MG,3811
Mirabela,MG,14071
Miradouro,MG,8961
Miraí,MG,13921
Miravânia,MG,3982
Moeda,MG,5314
Moema,MG,7812
Monjolos,MG,2187
Monsenhor Paulo,MG,8565
Montalvânia,MG,14068
Monte Alegre de Minas,MG,20708
Monte Azul,MG,20497
Monte Belo,MG,13347
Monte Carmelo,MG,49500
Monte Formoso,MG,4437
Monte Santo de Minas,MG,21294
Montes Claros,MG,437601
Monte Sião,MG,25107
Montezuma,MG,6951
Morada Nova de Minas,MG,9414
Morro da Garça,MG,2426
Morro do Pilar,MG,3161
Munhoz,MG,7930
Muriaé,MG,108447
Mutum,MG,28749
Muzambinho,MG,22620
Nacip Raydan,MG,2400
Nanuque,MG,35263
Naque,MG,6443
Natalândia,MG,3642
Natércia,MG,4805
Nazareno,MG,8407
Nepomuceno,MG,25757
Ninheira,MG,10965
Nova Belém,MG,3126
Nova Era,MG,17813
Nova Lima,MG,120959
Nova Módica,MG,3726
Nova Ponte,MG,15220
Nova Porteirinha,MG,6746
Nova Resende,MG,16919
Nova Serrana,MG,114791
Novo Cruzeiro,MG,27268
Novo Oriente de Minas,MG,10503
Novorizonte,MG,4612
Olaria,MG,1986
Olhos-d'Água,MG,5530
Olímpio Noronha,MG,2618
Oliveira,MG,40576
Oliveira Fortes,MG,2058
Onça de Pitangui,MG,3024
Oratórios,MG,5102
Orizânia,MG,8828
Ouro Branco,MG,40638
Ouro Fino,MG,33285
Ouro Preto,MG,77914
Ouro Verde de Minas,MG,5847
Padre Carvalho,MG,5045
Padre Paraíso,MG,17463
Paineiras,MG,4253
Pains,MG,8353
Pai Pedro,MG,5616
Paiva,MG,1495
Palma,MG,5699
Palmópolis,MG,6342
Papagaios,MG,14202
Paracatu,MG,99005
Pará de Minas,MG,102844
Paraguaçu,MG,22452
Paraisópolis,MG,21076
Paraopeba,MG,24899
Passabém,MG,1609
Passa Quatro,MG,15847
Passa Tempo,MG,8716
Passa Vinte,MG,2311
Passos,MG,116951
Patis,MG,4825
Patos de Minas,MG,169173
Patrocínio,MG,94357
Patrocínio do Muriaé,MG,5754
Paula Cândido,MG,8757
Paulistas,MG,4402
Pavão,MG,8143
Peçanha,MG,17863
Pedra Azul,MG,25045
Pedra Bonita,MG,7599
Pedra do Anta,MG,3366
Pedra do Indaiá,MG,4247
Pedra Dourada,MG,2916
Pedralva,MG,10891
Pedras de Maria da Cruz,MG,10601
Pedrinópolis,MG,3398
Pedro Leopoldo,MG,65174
Pedro Teixeira,MG,1857
Pequeri,MG,3461
Pequi,MG,4265
Perdigão,MG,13118
Perdizes,MG,17992
Perdões,MG,22075
Periquito,MG,6624
Pescador,MG,3559
Piau,MG,2854
Piedade de Caratinga,MG,8966
Piedade de Ponte Nova,MG,4054
Piedade do Rio Grande,MG,4694
Piedade dos Gerais,MG,5199
Pimenta,MG,8817
Pingo-d'Água,MG,4864
Pintópolis,MG,7228
Piracema,MG,6905
Pirajuba,MG,5814
Piranga,MG,17358
Piranguçu,MG,6320
Piranguinho,MG,9518
Pirapetinga,MG,11454
Pirapora,MG,57713
Piraúba,MG,12006
Pitangui,MG,27834
Piumhi,MG,38007
Planura,MG,11533
Poço Fundo,MG,16824
Poços de Caldas,MG,172339
Pocrane,MG,8438
Pompéu,MG,32441
Ponte Nova,MG,59638
Ponto Chique,MG,3797
Ponto dos Volantes,MG,11059
Porteirinha,MG,38692
Porto Firme,MG,10840
Poté,MG,13649
Pouso Alegre,MG,162133
Pouso Alto,MG,6779
Prados,MG,9369
Prata,MG,29745
Pratápolis,MG,8534
Pratinha,MG,3691
Presidente Bernardes,MG,4847
Presidente Juscelino,MG,3471
Presidente Kubitschek,MG,3162
Presidente Olegário,MG,19192
Alto Jequitibá,MG,8606
Prudente de Morais,MG,12052
Quartel Geral,MG,3232
Queluzito,MG,1796
Raposos,MG,16796
Raul Soares,MG,23874
Recreio,MG,11383
Reduto,MG,8246
Resende Costa,MG,11544
Resplendor,MG,17629
Ressaquinha,MG,4640
Riachinho,MG,6830
Riacho dos Machados,MG,8858
Ribeirão das Neves,MG,346971
Ribeirão Vermelho,MG,4217
Rio Acima,MG,10698
Rio Casca,MG,12851
Rio Doce,MG,2545
Rio do Prado,MG,4649
Rio Espera,MG,5447
Rio Manso,MG,5746
Rio Novo,MG,8683
Rio Paranaíba,MG,15297
Rio Pardo de Minas,MG,29103
Rio Piracicaba,MG,15036
Rio Pomba,MG,17885
Rio Preto,MG,5235
Rio Vermelho,MG,12770
Ritápolis,MG,5122
Rochedo de Minas,MG,2374
Rodeiro,MG,9168
Romaria,MG,3430
Rosário da Limeira,MG,4926
Rubelita,MG,5460
Rubim,MG,10602
Sabará,MG,134576
Sabinópolis,MG,14309
Sacramento,MG,28076
Salinas,MG,41736
Salto da Divisa,MG,6126
Santa Bárbara,MG,31916
Santa Bárbara do Leste,MG,8785
Santa Bárbara do Monte Verde,MG,3218
Santa Bárbara do Tugúrio,MG,4245
Santa Cruz de Minas,MG,8339
Santa Cruz de Salinas,MG,3919
Santa Cruz do Escalvado,MG,4728
Santa Efigênia de Minas,MG,4038
Santa Fé de Minas,MG,3528
Santa Helena de Minas,MG,6056
Santa Juliana,MG,16820
Santa Luzia,MG,230382
Santa Margarida,MG,16989
Santa Maria de Itabira,MG,10718
Santa Maria do Salto,MG,4777
Santa Maria do Suaçuí,MG,12817
Santana da Vargem,MG,6756
Santana de Cataguases,MG,3548
Santana de Pirapama,MG,7030
Santana do Deserto,MG,3815
Santana do Garambéu,MG,2171
Santana do Jacaré,MG,4246
Santana do Manhuaçu,MG,9264
Santana do Paraíso,MG,49025
Santana do Riacho,MG,5654
Santana dos Montes,MG,3490
Santa Rita de Caldas,MG,8561
Santa Rita de Jacutinga,MG,4826
Santa Rita de Minas,MG,6969
Santa Rita de Ibitipoca,MG,3331
Santa Rita do Itueto,MG,5984
Santa Rita do Sapucaí,MG,42517
Santa Rosa da Serra,MG,3487
Santa Vitória,MG,21914
Santo Antônio do Amparo,MG,17657
Santo Antônio do Aventureiro,MG,3896
Santo Antônio do Grama,MG,4352
Santo Antônio do Itambé,MG,3969
Santo Antônio do Jacinto,MG,10324
Santo Antônio do Monte,MG,28456
Santo Antônio do Retiro,MG,6729
Santo Antônio do Rio Abaixo,MG,1856
Santo Hipólito,MG,2692
Santos Dumont,MG,43218
São Bento Abade,MG,4846
São Brás do Suaçuí,MG,4161
São Domingos das Dores,MG,5793
São Domingos do Prata,MG,17783
São Félix de Minas,MG,3244
São Francisco,MG,54223
São Francisco de Paula,MG,6281
São Francisco de Sales,MG,5858
São Francisco do Glória,MG,4848
São Geraldo,MG,10524
São Geraldo da Piedade,MG,3200
São Geraldo do Baixio,MG,3158
São Gonçalo do Abaeté,MG,7515
São Gonçalo do Pará,MG,12275
São Gonçalo do Rio Abaixo,MG,12475
São Gonçalo do Sapucaí,MG,24497
São Gotardo,MG,43851
São João Batista do Glória,MG,7959
São João da Lagoa,MG,4962
São João da Mata,MG,3012
São João da Ponte,MG,24197
São João das Missões,MG,13547
São João del Rei,MG,94468
São João do Manhuaçu,MG,11676
São João do Manteninha,MG,5479
São João do Oriente,MG,7099
São João do Pacuí,MG,4050
São João do Paraíso,MG,24706
São João Evangelista,MG,15613
São João Nepomuceno,MG,26529
São Joaquim de Bicas,MG,37017
São José da Barra,MG,8145
São José da Lapa,MG,28087
São José da Safira,MG,3849
São José da Varginha,MG,4698
São José do Alegre,MG,4252
São José do Divino,MG,3482
São José do Goiabal,MG,5482
São José do Jacuri,MG,6282
São José do Mantimento,MG,2844
São Lourenço,MG,46868
São Miguel do Anta,MG,6410
São Pedro da União,MG,4973
São Pedro dos Ferros,MG,7132
São Pedro do Suaçuí,MG,5143
São Romão,MG,10562
São Roque de Minas,MG,7370
São Sebastião da Bela Vista,MG,6778
São Sebastião da Vargem Alegre,MG,3239
São Sebastião do Anta,MG,6415
São Sebastião do Maranhão,MG,10218
São Sebastião do Oeste,MG,9527
São Sebastião do Paraíso,MG,75179
São Sebastião do Rio Preto,MG,1229
São Sebastião do Rio Verde,MG,2385
São Tiago,MG,11559
São Tomás de Aquino,MG,6837
São Tomé das Letras,MG,7107
São Vicente de Minas,MG,6928
Sapucaí-Mirim,MG,6469
Sardoá,MG,5140
Sarzedo,MG,39974
Setubinha,MG,9985
Sem-Peixe,MG,2420
Senador Amaral,MG,6517
Senador Cortes,MG,2335
Senador Firmino,MG,7977
Senador José Bento,MG,2149
Senador Modestino Gonçalves,MG,4006
Senhora de Oliveira,MG,5577
Senhora do Porto,MG,3066
Senhora dos Remédios,MG,10657
Sericita,MG,7552
Seritinga,MG,1866
Serra Azul de Minas,MG,3808
Serra da Saudade,MG,856
Serra dos Aimorés,MG,6859
Serra do Salitre,MG,12286
Serrania,MG,7811
Serranópolis de Minas,MG,4497
Serranos,MG,2036
Serro,MG,22624
Sete Lagoas,MG,238909
Silveirânia,MG,2399
Silvianópolis,MG,6348
Simão Pereira,MG,3084
Simonésia,MG,20431
